Plant_ID,Location,Energy_Source,Timestamp,Year,Month,Day,Hour,Installed_Capacity_MW,Energy_Produced_MWh,Efficiency_%,Temperature_C,Wind_Speed_mps,Solar_Irradiance_Wm2,Downtime_Hours,Maintenance_Cost,Voltage_V,Current_A,Power_Factor,Frequency_Hz,Humidity_%,Pressure_hPa,Grid_Status,Outage_Events
P2,Gujarat,Solar,2026-02-12 12:00:00,2026,2,12,12,109.32,25.63,23.44,43.38,0.57,778.74,1.81,9050.84,212.85,41.21,0.76,50.38,54.7,982.37,Active,2
P5,Rajasthan,Hydro,2026-02-12 13:00:00,2026,2,12,13,253.64,72.71,28.67,29.88,13.95,107.24,4.06,6078.58,232.75,79.31,0.98,50.33,61.42,1035.51,Active,1
P2,Gujarat,Solar,2026-02-12 14:00:00,2026,2,12,14,434.89,146.48,33.68,35.38,11.3,207.31,2.82,989.67,228.38,98.41,0.81,49.8,69.55,955.4,Inactive,0
P1,Karnataka,Solar,2026-02-12 15:00:00,2026,2,12,15,167.18,37.26,22.29,35.82,9.9,54.6,2.68,1081.42,215.16,92.42,0.97,50.4,92.06,993,Active,2
P2,Tamil Nadu,Solar,2026-02-12 16:00:00,2026,2,12,16,192.61,75.82,39.36,30.09,0.66,265.92,2.03,7271.62,229.74,41.32,0.97,50.31,34.09,1002.84,Active,1
P2,Karnataka,Solar,2026-02-12 17:00:00,2026,2,12,17,325.56,14.45,4.44,38.21,7.12,161.16,4.94,9790.76,232.7,93.07,0.83,50.49,27.47,1023.46,Active,0
P4,Tamil Nadu,Wind,2026-02-12 18:00:00,2026,2,12,18,426.33,85.6,20.08,25.61,5.63,552.1,3.24,8092.22,220.1,14.45,0.8,50.49,64.99,958.29,Active,1
P5,Maharashtra,Solar,2026-02-12 19:00:00,2026,2,12,19,428.16,193.39,45.17,23.37,5.21,926.99,2.44,3904.31,216.88,75.78,0.81,49.56,33.61,967.04,Inactive,3
P5,Karnataka,Wind,2026-02-12 20:00:00,2026,2,12,20,397.38,395.29,99.47,24.7,7.19,125.55,4.77,767.31,228.32,44.14,0.77,50.1,67.31,1007.47,Active,3
P3,Maharashtra,Hydro,2026-02-12 21:00:00,2026,2,12,21,416.54,202.66,48.65,33.42,2.96,171.85,2.94,8331.04,236.84,27.29,0.97,50.28,72.23,951.72,Inactive,3
P4,Karnataka,Wind,2026-02-12 22:00:00,2026,2,12,22,92.61,82.66,89.26,34.41,16.37,149.89,1.96,503.91,215.84,17.29,0.97,49.93,79.76,955.42,Active,3
P1,Gujarat,Wind,2026-02-12 23:00:00,2026,2,12,23,202,157.69,78.06,37.57,0.13,939.44,4.43,7527.8,211.3,48.69,0.96,50.24,85.18,982.75,Inactive,1
P3,Gujarat,Solar,2026-02-13 00:00:00,2026,2,13,0,155.97,70.22,45.02,22.47,2.11,765.31,2.08,1684.76,221.33,42.58,0.88,50.2,64.76,1036.99,Active,0
P2,Rajasthan,Hydro,2026-02-13 01:00:00,2026,2,13,1,455.13,79.57,17.48,15.94,5.05,233.03,1.72,2131.34,213.43,35.98,0.77,49.86,87.63,1031.19,Inactive,1
P1,Rajasthan,Wind,2026-02-13 02:00:00,2026,2,13,2,470.36,459.88,97.77,25.09,10.3,603.55,2,5928,228.34,66.27,0.9,49.97,31.07,998.04,Inactive,1
P2,Karnataka,Solar,2026-02-13 03:00:00,2026,2,13,3,347.57,166.62,47.94,33.27,19.89,593.77,2.05,9753.05,230.2,59.49,0.8,50.21,82.57,1030,Active,3
P4,Karnataka,Hydro,2026-02-13 04:00:00,2026,2,13,4,81.33,14.6,17.95,27.62,5.13,977.65,1.89,3021.06,230.56,76.48,0.77,49.8,51.35,957.22,Active,3
P1,Maharashtra,Solar,2026-02-13 05:00:00,2026,2,13,5,86.49,65.53,75.77,43.25,11.08,551.91,2.51,8652.47,226.85,78.59,0.89,50.09,43.02,963.43,Inactive,0
P4,Maharashtra,Wind,2026-02-13 06:00:00,2026,2,13,6,139.56,58.96,42.25,37.57,1.14,415.49,2.01,7096.38,219.29,92.75,0.79,50.19,73.5,1035.22,Active,1
P4,Maharashtra,Solar,2026-02-13 07:00:00,2026,2,13,7,57.21,35.96,62.86,27.74,14.28,360.69,3.97,2900.86,236.92,76.76,0.9,50.33,36.18,981.72,Inactive,1
P4,Maharashtra,Solar,2026-02-13 08:00:00,2026,2,13,8,262.16,85.59,32.65,21.09,19.92,535.55,3.61,8215,237.23,58.05,0.84,50.16,95.35,953.24,Active,3
P1,Karnataka,Wind,2026-02-13 09:00:00,2026,2,13,9,194.24,30.75,15.83,15.92,12.63,790.43,4.03,7768.29,217.61,53.12,0.76,50.15,64.26,1002.62,Active,3
P1,Gujarat,Wind,2026-02-13 10:00:00,2026,2,13,10,175.75,129.44,73.65,42.66,9.66,828.67,0.64,9115.71,235.98,35.76,0.9,49.54,26.46,969.27,Active,3
P5,Tamil Nadu,Wind,2026-02-13 11:00:00,2026,2,13,11,55.59,41.64,74.91,35.17,16.12,148.67,0.96,3904.02,213.87,74.38,0.88,50.45,22.49,989.1,Active,3
P4,Gujarat,Hydro,2026-02-13 12:00:00,2026,2,13,12,192.58,130.16,67.59,23.57,12.1,905.33,2.12,2624.09,213.92,40.19,0.81,50.23,34.52,1021.42,Active,3
P5,Maharashtra,Hydro,2026-02-13 13:00:00,2026,2,13,13,224.02,207.49,92.62,42.62,13.21,811.28,0.22,257.98,213.07,56.61,0.87,50.29,77.54,956.35,Inactive,0
P4,Gujarat,Wind,2026-02-13 14:00:00,2026,2,13,14,219.61,163.15,74.29,25.37,9.92,264.53,4.39,6949.21,224.76,15.28,0.87,50.19,46.14,1029.27,Active,0
P1,Tamil Nadu,Wind,2026-02-13 15:00:00,2026,2,13,15,334.46,219.98,65.77,18.46,14.7,378.81,0.98,4942.51,227.79,35.27,0.96,50.13,67.11,989.69,Active,1
P1,Gujarat,Hydro,2026-02-13 16:00:00,2026,2,13,16,196.46,50.18,25.54,28.56,9.43,425.1,3.63,861.93,224.4,50.84,0.81,49.74,29.44,967.92,Active,2
P3,Rajasthan,Wind,2026-02-13 17:00:00,2026,2,13,17,442.96,262.53,59.27,31.7,11.41,53.24,2.46,5368.63,222.59,43.62,0.86,49.78,68.52,967.01,Inactive,2
P2,Gujarat,Solar,2026-02-13 18:00:00,2026,2,13,18,268.21,54.79,20.43,18.74,4.44,418.15,1.13,5387.87,213.28,54.95,0.76,50.19,29.41,1002,Active,2
P5,Rajasthan,Solar,2026-02-13 19:00:00,2026,2,13,19,413.07,378.58,91.65,42.14,3.95,568.71,4.26,8122.57,233.39,27.15,0.74,50.01,75.28,1026.74,Active,3
P1,Karnataka,Solar,2026-02-13 20:00:00,2026,2,13,20,155.55,76.34,49.08,43.78,6.72,438.14,1.7,4264.35,222.63,89.88,0.86,49.8,52.45,964.78,Inactive,0
P1,Karnataka,Wind,2026-02-13 21:00:00,2026,2,13,21,300.88,277.2,92.13,42.13,14.48,917.76,1.05,5202.41,210.66,25.77,0.73,49.51,86.93,1047.14,Inactive,0
P3,Rajasthan,Solar,2026-02-13 22:00:00,2026,2,13,22,279.21,45.91,16.44,23.33,6.78,549.9,3.28,358.86,217.79,68.51,0.72,49.93,55.96,964.94,Inactive,3
P1,Maharashtra,Hydro,2026-02-13 23:00:00,2026,2,13,23,185.7,69.49,37.42,39.11,9.28,863.14,2.44,6002.04,226.27,66.35,0.79,49.95,42.78,961.04,Active,2
P5,Maharashtra,Wind,2026-02-14 00:00:00,2026,2,14,0,399.59,145.92,36.52,17.43,5.31,922.81,2.86,5038.5,227.43,81.1,0.91,49.93,88.59,997.21,Inactive,0
P2,Rajasthan,Hydro,2026-02-14 01:00:00,2026,2,14,1,457.72,201.64,44.05,17.27,11.44,505.89,1.39,1815.82,235.53,26.53,0.96,50.09,35.92,1001.56,Active,0
P3,Maharashtra,Solar,2026-02-14 02:00:00,2026,2,14,2,283.17,269.31,95.11,25.13,1.65,572.48,4.51,3904.01,226.68,16.31,0.84,49.86,78.27,984.61,Inactive,2
P3,Rajasthan,Wind,2026-02-14 03:00:00,2026,2,14,3,54.06,26.89,49.74,28.08,7.87,24.76,4.16,8862.66,229.04,92.82,0.79,50.35,82.82,982.79,Active,3
P2,Rajasthan,Solar,2026-02-14 04:00:00,2026,2,14,4,149.21,10.73,7.19,20.2,15.47,956.96,3.44,6307.67,210.55,90.11,0.98,50.07,79.62,1048.02,Active,1
P4,Maharashtra,Hydro,2026-02-14 05:00:00,2026,2,14,5,267.7,211.31,78.94,24.89,0.19,227.16,0.27,1881.74,223.55,59.64,0.81,50.3,52.87,961.11,Active,2
P1,Rajasthan,Solar,2026-02-14 06:00:00,2026,2,14,6,311.37,68.42,21.97,30.28,11.68,438.1,0.31,5623.32,227.52,77.54,0.73,49.83,95.36,998.03,Active,2
P1,Karnataka,Hydro,2026-02-14 07:00:00,2026,2,14,7,75.69,27.95,36.93,34.82,0.35,407.25,1.27,6455.88,221.82,83.77,0.88,50.42,72.71,1030.4,Inactive,1
P2,Tamil Nadu,Hydro,2026-02-14 08:00:00,2026,2,14,8,260.29,198.67,76.33,27.1,13.86,474.55,3.71,7144.22,211.75,82.53,0.81,50.47,63.28,977.05,Inactive,1
P3,Tamil Nadu,Wind,2026-02-14 09:00:00,2026,2,14,9,413.7,147.28,35.6,25.46,1.79,739.82,4.1,3799.2,213.72,61.57,0.93,50.08,63.02,985.24,Inactive,3
P4,Karnataka,Solar,2026-02-14 10:00:00,2026,2,14,10,358.55,206.11,57.48,33.37,9.76,865.39,0.36,3350.66,234.52,27.59,0.94,50.15,84.52,1015.92,Inactive,2
P5,Rajasthan,Hydro,2026-02-14 11:00:00,2026,2,14,11,92.97,47.92,51.54,23.97,17.28,224.4,4.8,9985.32,228.26,47.65,0.76,50.43,99.21,982.75,Active,1
P4,Gujarat,Wind,2026-02-14 12:00:00,2026,2,14,12,78.56,22.93,29.19,26.32,14.7,528.91,2.27,5452.03,231.41,24.91,1,50.22,56.45,956.3,Active,2
P2,Rajasthan,Hydro,2026-02-14 13:00:00,2026,2,14,13,75.03,10.4,13.86,23.69,15.76,67.53,3.68,8164.06,238.65,71.51,0.99,49.85,93.55,976.42,Active,0
P5,Maharashtra,Wind,2026-02-14 14:00:00,2026,2,14,14,338.52,331.6,97.96,31.53,18.01,493.66,3.85,2236.11,239.24,47.7,0.73,50.49,71.83,1001.73,Active,1
P3,Karnataka,Solar,2026-02-14 15:00:00,2026,2,14,15,458.14,188.51,41.15,15.53,5.82,917.53,3.15,5571.06,215.74,18.4,0.84,50.08,62,983.71,Inactive,0
P5,Rajasthan,Wind,2026-02-14 16:00:00,2026,2,14,16,279.94,153.15,54.71,27.37,19.93,198.79,3.22,7202.89,220.12,15.68,0.87,50.16,39.05,1009.98,Active,2
P3,Tamil Nadu,Solar,2026-02-14 17:00:00,2026,2,14,17,430.3,264.42,61.45,44.24,14.88,435.3,2.77,3369.43,215,73.14,0.88,49.56,36.86,970.89,Active,2
P3,Maharashtra,Hydro,2026-02-14 18:00:00,2026,2,14,18,410.96,352.39,85.75,20.25,10.92,786.11,0.02,6132.64,236.74,64.23,0.8,49.96,91.75,1018.78,Active,3
P2,Maharashtra,Solar,2026-02-14 19:00:00,2026,2,14,19,206.74,135.25,65.42,18.63,2.68,478.39,4.03,2691.48,223.26,44.79,0.95,50.35,35.38,952.48,Inactive,2
P5,Gujarat,Solar,2026-02-14 20:00:00,2026,2,14,20,206.99,203.88,98.5,22.77,15.73,854.31,1.54,8310.6,210.71,97.78,0.85,49.62,27.49,1013.63,Active,2
P1,Karnataka,Hydro,2026-02-14 21:00:00,2026,2,14,21,113.46,89.58,78.95,40.16,8.53,361.31,3.84,2557.51,227.04,26.73,0.71,49.52,85.26,967.21,Inactive,1
P5,Karnataka,Wind,2026-02-14 22:00:00,2026,2,14,22,209.83,129.89,61.9,42.38,19.07,390.7,3.82,660.96,221.72,94.83,0.93,49.69,47.66,1045.83,Inactive,2
P4,Gujarat,Wind,2026-02-14 23:00:00,2026,2,14,23,244.65,102.57,41.93,20.52,2.75,708.88,0.41,9410.79,232.9,82.56,0.88,49.95,42.42,984.06,Active,0
P2,Maharashtra,Hydro,2026-02-15 00:00:00,2026,2,15,0,141.3,73.61,52.09,15.33,8.91,285.11,1.37,4645.86,235.56,11.57,0.83,49.92,36.16,1009.62,Active,3
P4,Maharashtra,Wind,2026-02-15 01:00:00,2026,2,15,1,188.63,27.74,14.71,23.41,18.08,637.03,2.38,4003.82,211.65,62.32,0.98,49.74,61.97,1013.53,Inactive,0
P1,Rajasthan,Solar,2026-02-15 02:00:00,2026,2,15,2,175.14,92.84,53.01,34.48,0.83,681.09,2.02,5226,238.52,32.87,0.79,49.65,25.69,975.41,Active,0
P5,Rajasthan,Wind,2026-02-15 03:00:00,2026,2,15,3,175.42,36.71,20.93,17.15,6.14,331.08,1.53,964.02,216.73,66.95,0.94,49.61,80.63,965.91,Active,0
P4,Karnataka,Wind,2026-02-15 04:00:00,2026,2,15,4,110.66,53.69,48.52,33.13,0.88,84.29,4.83,5573.14,225.69,18.86,0.98,50.07,88.08,1036.75,Active,2
P3,Rajasthan,Solar,2026-02-15 05:00:00,2026,2,15,5,430.54,204.66,47.54,34.34,10.69,607.72,4.65,2916.47,215.28,38.15,0.9,50.03,57.93,1019.5,Active,0
P1,Gujarat,Solar,2026-02-15 06:00:00,2026,2,15,6,260.23,29.7,11.41,43.6,11.05,121.28,3.83,9554.68,213.78,51.57,0.85,50.17,24.65,1009.63,Active,1
P2,Gujarat,Hydro,2026-02-15 07:00:00,2026,2,15,7,84.17,30.27,35.96,29.28,5.93,677.96,0.23,7256.37,225.91,93.35,0.94,50.36,46.73,1028.29,Inactive,3
P5,Rajasthan,Solar,2026-02-15 08:00:00,2026,2,15,8,309.73,19.23,6.21,24.9,4.86,971.31,4.8,9989.31,219.06,22.77,0.9,50.11,27.79,967.95,Active,1
P1,Karnataka,Solar,2026-02-15 09:00:00,2026,2,15,9,310.91,52.79,16.98,16.77,14.67,271.75,1.1,7494.14,216.37,54.34,1,50.37,45.34,1023.54,Active,2
P2,Karnataka,Hydro,2026-02-15 10:00:00,2026,2,15,10,372.11,11.53,3.1,44.56,7.1,227.44,3,3618.39,215.61,19.28,0.97,49.84,93.44,1020.31,Inactive,0
P3,Karnataka,Solar,2026-02-15 11:00:00,2026,2,15,11,397.3,49.23,12.39,16.89,13.44,864.79,2.85,9250.86,228.07,43.67,0.92,49.6,29.42,988.54,Active,2
P5,Rajasthan,Wind,2026-02-15 12:00:00,2026,2,15,12,260.71,169.47,65,20.55,8.47,803.46,1.06,4400.06,221.83,26.68,0.73,50.45,67.58,1025.76,Inactive,3
P1,Rajasthan,Hydro,2026-02-15 13:00:00,2026,2,15,13,317.19,176.77,55.73,42.3,16.06,488.34,0.43,3920.54,222.64,79.68,0.73,49.57,72.93,999.93,Inactive,1
P1,Maharashtra,Solar,2026-02-15 14:00:00,2026,2,15,14,207.37,101.33,48.86,18.96,6.93,573.95,0.84,6982.8,234.99,28.33,0.89,49.98,100,988.96,Active,0
P3,Rajasthan,Hydro,2026-02-15 15:00:00,2026,2,15,15,188.93,45.62,24.15,31.94,3.63,955.35,3.62,3138.19,216.13,95.94,0.75,49.85,29.34,1005.7,Inactive,3
P1,Rajasthan,Wind,2026-02-15 16:00:00,2026,2,15,16,273,272.62,99.86,32.83,16.1,438.33,3.55,7912.28,237.21,91.93,0.75,49.72,42.79,993.51,Active,1
P3,Karnataka,Wind,2026-02-15 17:00:00,2026,2,15,17,199.95,14.33,7.17,38.54,17.54,894.44,2.26,6368.55,210.3,75.92,0.78,50.34,75.52,1043.26,Active,2
P3,Karnataka,Wind,2026-02-15 18:00:00,2026,2,15,18,206.38,24.03,11.64,37.44,14.93,371.38,2.7,6793.01,234.42,74.95,0.88,50.45,38.03,1046.86,Active,3
P4,Rajasthan,Hydro,2026-02-15 19:00:00,2026,2,15,19,336.95,11.75,3.49,37.56,15.8,292.48,2.65,5008.41,228.29,12.91,0.79,50.02,41.38,994.79,Active,2
P4,Rajasthan,Hydro,2026-02-15 20:00:00,2026,2,15,20,120.81,51.76,42.84,41.42,8.24,309.53,4.19,793.13,234.66,64.23,0.83,50.32,24.96,962.45,Active,1
P4,Maharashtra,Hydro,2026-02-15 21:00:00,2026,2,15,21,207.41,178.27,85.95,32.88,11.06,158.88,1.06,5013.37,211.87,26.47,0.86,49.58,62.1,970.59,Active,0
P1,Tamil Nadu,Wind,2026-02-15 22:00:00,2026,2,15,22,476.67,289,60.63,37.47,18.74,552.57,1.26,8251.56,210.72,78.51,0.92,50.36,91.72,964.02,Inactive,0
P2,Rajasthan,Hydro,2026-02-15 23:00:00,2026,2,15,23,363.24,320.42,88.21,17.69,10.62,136.18,3.95,3196.47,210.37,39.34,0.71,50.48,90.42,965.96,Inactive,1
P2,Rajasthan,Solar,2026-02-16 00:00:00,2026,2,16,0,185.33,101.02,54.51,23.24,14.51,777.99,0.79,4238.87,234.24,10.38,0.96,50.02,68.7,1002.7,Inactive,2
P1,Karnataka,Hydro,2026-02-16 01:00:00,2026,2,16,1,197.02,20.1,10.2,44.44,8.27,844.88,4.32,4882.61,226.49,77.84,0.82,49.68,74.52,1031.61,Inactive,1
P1,Maharashtra,Hydro,2026-02-16 02:00:00,2026,2,16,2,302.35,99.97,33.06,15.28,0.9,507,3.3,7743.49,220.24,35.15,0.85,49.5,99,952.04,Active,1
P2,Karnataka,Hydro,2026-02-16 03:00:00,2026,2,16,3,225.21,153.77,68.28,22.28,11.02,154.77,3.81,8960.64,213.36,54.77,0.71,49.7,53.17,1013.31,Active,3
P4,Maharashtra,Hydro,2026-02-16 04:00:00,2026,2,16,4,313.47,83.38,26.6,24.92,1.25,15.05,1.97,5775.13,234.56,18.97,0.95,50.08,47.75,1017.94,Active,2
P1,Karnataka,Hydro,2026-02-16 05:00:00,2026,2,16,5,66.46,36.36,54.71,29.07,8.31,653.88,1.54,9906.14,211.98,29.29,0.89,50.11,95.79,985.91,Inactive,3
P3,Karnataka,Wind,2026-02-16 06:00:00,2026,2,16,6,391.62,299.63,76.51,41.52,2.63,971.07,2.91,6194.35,219.35,37.4,0.87,49.78,42.49,1046.6,Inactive,0
P2,Maharashtra,Solar,2026-02-16 07:00:00,2026,2,16,7,361.84,190.54,52.66,28.63,6.34,821.03,4.41,1010.95,218.75,73.07,0.79,50.46,39.97,1046.43,Active,0
P4,Tamil Nadu,Hydro,2026-02-16 08:00:00,2026,2,16,8,95.04,26.36,27.74,28.27,9.78,48.58,1.53,8803.13,214.57,22.86,0.91,49.65,84.27,1043.85,Active,1
P2,Maharashtra,Solar,2026-02-16 09:00:00,2026,2,16,9,430.16,314.36,73.08,15.08,11.51,450.28,1.91,1877.97,226.67,84.21,0.97,49.59,47.76,1009.46,Active,1
P1,Karnataka,Hydro,2026-02-16 10:00:00,2026,2,16,10,360.92,203,56.25,20.84,12.65,799.93,3.71,864.24,218.45,57.86,0.92,50.04,54.87,959.73,Inactive,0
P1,Rajasthan,Solar,2026-02-16 11:00:00,2026,2,16,11,391.46,147.56,37.69,42.29,6.68,849.9,0.29,2791.88,220.05,58.58,0.97,49.67,61.69,983.65,Inactive,0
P1,Gujarat,Hydro,2026-02-16 12:00:00,2026,2,16,12,295.63,178.33,60.32,26.8,3.64,34.61,4.99,6975.29,210.62,68.8,0.82,49.78,87.87,970.38,Active,0
P2,Tamil Nadu,Hydro,2026-02-16 13:00:00,2026,2,16,13,270.56,260.64,96.33,28.48,0.01,317.6,1.81,6068.25,239.88,92.87,0.95,50.32,43.62,1039.9,Inactive,0
P5,Rajasthan,Wind,2026-02-16 14:00:00,2026,2,16,14,387,253.96,65.62,27.42,13.64,324.86,4.76,8988.39,220.54,92.02,0.72,49.65,56.65,980.7,Active,1
P1,Tamil Nadu,Hydro,2026-02-16 15:00:00,2026,2,16,15,297.19,180.25,60.65,39.49,14.36,42.84,2.26,5034.79,220.14,94.74,0.8,49.66,73.4,997.25,Active,3
P4,Karnataka,Wind,2026-02-16 16:00:00,2026,2,16,16,201.98,47.44,23.49,22.81,0.31,59.62,1.84,3667.02,227.7,64.74,0.74,49.66,23.83,989.55,Active,2
P3,Rajasthan,Wind,2026-02-16 17:00:00,2026,2,16,17,343.4,227.77,66.33,23.77,4.07,166.75,1.03,5954.65,231.93,55.47,0.99,49.97,84.12,957.46,Active,0
P5,Gujarat,Wind,2026-02-16 18:00:00,2026,2,16,18,412.16,317.85,77.12,19.76,8.59,911.57,3.09,6446.63,233.85,98.24,0.93,49.82,42.79,1015.4,Inactive,1
P4,Karnataka,Wind,2026-02-16 19:00:00,2026,2,16,19,375.72,302.79,80.59,37.32,13.46,744.21,4.48,8145.26,214.34,67.76,0.87,50.5,96.11,1025.03,Inactive,0
P5,Maharashtra,Wind,2026-02-16 20:00:00,2026,2,16,20,146.62,60.1,40.99,42.45,3.4,429.02,3.02,8095.55,237.64,26.38,0.84,50.3,42.6,1009.05,Inactive,0
P5,Karnataka,Solar,2026-02-16 21:00:00,2026,2,16,21,252.8,158.48,62.69,30.37,10.69,410.99,2.48,6561.42,223.91,92.51,0.97,49.93,39.58,1023.84,Inactive,3
P2,Karnataka,Hydro,2026-02-16 22:00:00,2026,2,16,22,451.88,115.64,25.59,22.28,10.02,365.48,0.95,2610.5,222.52,67.96,0.95,50.35,45.39,998.72,Inactive,2
P3,Gujarat,Wind,2026-02-16 23:00:00,2026,2,16,23,129.9,60.22,46.36,25.37,6.72,275.15,4.13,189.77,235.04,65.96,0.89,49.91,66.77,994.35,Active,3
P4,Karnataka,Wind,2026-02-17 00:00:00,2026,2,17,0,323.21,193.29,59.8,41.07,9.88,359.13,1.76,7709.18,212.17,15.76,0.94,49.73,50.69,990.79,Inactive,1
P3,Karnataka,Solar,2026-02-17 01:00:00,2026,2,17,1,167.3,117.89,70.47,30.25,3.25,796.75,2.71,5995.71,224.96,46.3,0.98,50.42,26.92,950.25,Active,2
P5,Tamil Nadu,Hydro,2026-02-17 02:00:00,2026,2,17,2,195.47,181.34,92.77,23.4,0.8,295.2,0.66,6654.73,221.12,47.21,0.72,50.07,71.01,1049.36,Active,0
P4,Tamil Nadu,Hydro,2026-02-17 03:00:00,2026,2,17,3,268.91,34.97,13,38.28,19.75,4.93,0.1,4261.85,230.52,58.25,0.78,50.39,50.88,1042.18,Inactive,1
P1,Gujarat,Solar,2026-02-17 04:00:00,2026,2,17,4,286.9,62.55,21.8,30.45,8.02,798.61,2.05,8867.64,238.03,58.19,0.73,49.73,34.7,975.47,Inactive,1
P1,Tamil Nadu,Solar,2026-02-17 05:00:00,2026,2,17,5,327.16,182.67,55.84,38.76,16.17,795.68,1.24,1142.62,237.15,72.06,0.84,50.06,79.94,974.26,Active,1
P1,Karnataka,Wind,2026-02-17 06:00:00,2026,2,17,6,189.88,140.02,73.74,15.22,8.42,203.37,4.17,8711.06,215.69,95.78,0.97,50.17,25.62,1036.55,Active,1
P1,Tamil Nadu,Solar,2026-02-17 07:00:00,2026,2,17,7,273.58,55.74,20.37,22.77,11.52,944.16,3.31,2545.01,235.48,18.19,0.88,49.93,64.17,1047.21,Inactive,2
P1,Karnataka,Hydro,2026-02-17 08:00:00,2026,2,17,8,294.63,101.2,34.35,36.87,0.08,15.4,2.43,9381.28,216.04,88.44,1,50.04,64.41,997.83,Inactive,1
P1,Maharashtra,Wind,2026-02-17 09:00:00,2026,2,17,9,429.73,342.49,79.7,29.02,10.54,454.1,5,4325.54,230.22,66.8,0.89,49.68,91.6,993.75,Inactive,1
P4,Gujarat,Solar,2026-02-17 10:00:00,2026,2,17,10,182.13,83.76,45.99,17.71,18.51,11.93,0.43,4886.23,235.48,66.41,0.7,49.99,87.71,1039.82,Active,0
P2,Rajasthan,Hydro,2026-02-17 11:00:00,2026,2,17,11,148.74,56.45,37.95,15.56,15.26,480.97,3.59,9465.61,227.31,64.66,0.97,50.18,39.37,1005.92,Active,0
P3,Rajasthan,Wind,2026-02-17 12:00:00,2026,2,17,12,200.36,160.11,79.91,17.38,10.08,566.76,4.7,6461.17,210.69,96.97,0.92,50.18,77.06,951.67,Active,0
P4,Tamil Nadu,Hydro,2026-02-17 13:00:00,2026,2,17,13,75.18,66.66,88.67,27.54,8.72,527.07,1.86,7119.69,227.67,85.61,0.85,50.15,61.24,1036.93,Inactive,1
P5,Maharashtra,Wind,2026-02-17 14:00:00,2026,2,17,14,329.11,94.71,28.78,15.64,18.39,777.14,2.86,4265.66,233.25,20.67,0.84,50.13,47.46,994.42,Inactive,0
P1,Tamil Nadu,Solar,2026-02-17 15:00:00,2026,2,17,15,121.28,23.56,19.43,37.65,6.31,72.54,2.56,488.52,226.78,40.97,0.73,49.53,36.03,1038.29,Inactive,0
P2,Tamil Nadu,Hydro,2026-02-17 16:00:00,2026,2,17,16,330.81,228.66,69.12,34.21,0.33,519.35,3.11,2783.76,217.31,18.76,0.93,49.65,22.71,1005.32,Active,3
P2,Tamil Nadu,Wind,2026-02-17 17:00:00,2026,2,17,17,289.99,123.06,42.44,30.37,10.24,166.88,3.79,2223,211.44,71.78,0.99,49.73,60.3,1016.51,Active,3
P1,Rajasthan,Wind,2026-02-17 18:00:00,2026,2,17,18,261.25,58.8,22.51,35.71,10.07,877.99,1.49,7278.61,232.31,24.55,0.81,49.6,28.46,998.74,Active,0
P1,Maharashtra,Wind,2026-02-17 19:00:00,2026,2,17,19,161.1,65.77,40.83,22.86,14.26,322.49,2.55,124.53,219.96,70.35,0.81,50.21,98.75,955.07,Inactive,0
P5,Rajasthan,Solar,2026-02-17 20:00:00,2026,2,17,20,489.62,84.91,17.34,29.02,9.68,600.1,0.24,2770.11,210.48,39.02,0.9,49.55,74.13,963.19,Active,2
P1,Gujarat,Hydro,2026-02-17 21:00:00,2026,2,17,21,343.06,263.59,76.83,18.93,0.13,491.13,3.79,9985.41,210.84,13.02,0.85,50.16,34.17,1044.15,Inactive,3
P4,Maharashtra,Hydro,2026-02-17 22:00:00,2026,2,17,22,61.65,36.34,58.95,41.12,3.3,972.26,2.13,5425.49,239.74,75.37,0.83,49.99,56.68,1034.53,Active,3
P3,Maharashtra,Solar,2026-02-17 23:00:00,2026,2,17,23,232.69,74.45,32,31.27,6.21,696.02,1.49,6753.99,237.45,75.4,0.84,49.78,66.02,988.95,Inactive,3
P2,Karnataka,Solar,2026-02-18 00:00:00,2026,2,18,0,217.43,122.37,56.28,23.5,5.08,482.22,4.02,689.63,236.09,78.57,0.91,49.83,48.48,969.44,Active,0
P1,Tamil Nadu,Wind,2026-02-18 01:00:00,2026,2,18,1,246.9,132.25,53.56,31.09,9.69,288.08,3.79,3598.36,233.83,76.85,0.98,49.57,41.83,1021.31,Inactive,0
P3,Rajasthan,Solar,2026-02-18 02:00:00,2026,2,18,2,254.32,236.07,92.82,15.53,11.12,565.65,4.37,9216.96,211.47,24.17,0.71,49.8,71.96,972.46,Inactive,1
P4,Karnataka,Hydro,2026-02-18 03:00:00,2026,2,18,3,175.2,111.25,63.5,35.59,10.82,146.4,0.78,2395.66,225.3,74.26,0.94,49.75,92.66,1045.86,Inactive,2
P3,Tamil Nadu,Wind,2026-02-18 04:00:00,2026,2,18,4,200.07,84.77,42.37,27.6,13.51,978.59,0.49,6468.31,226.29,78.27,0.93,50.3,56.85,1049.51,Inactive,2
P2,Gujarat,Wind,2026-02-18 05:00:00,2026,2,18,5,135.31,14.97,11.06,33.55,4.91,130.34,0.61,8031.77,228.65,12.94,0.94,49.73,28.38,1026.61,Inactive,1
P4,Gujarat,Hydro,2026-02-18 06:00:00,2026,2,18,6,462.27,321.94,69.64,43.07,14.03,344.09,2.82,2812.45,230.14,17.73,0.72,49.71,61.58,953.84,Inactive,2
